avg_pitch,avg_roll,nod_duration,nod_count_last_min,gyro_peak,speed_kmh,label
1.4664221450242603,0.649069603773863,0.206955803537908,2,60.67611745665084,37.72428349634156,1
14.961555021393153,0.5137321430549873,0.206955803537908,0,44.60958094878864,48.9273553815537,1
-7.123828268607447,-6.906354153207154,1.3252183564029418,0,41.67395566294691,28.269947612334448,0
-1.575409639544617,3.0780423771218928,0.206955803537908,0,91.9228727488942,30.659507202691096,0
7.953978710856263,3.733646972289176,0.206955803537908,0,33.57541384410122,8.41529587239513,0
19.71798888136473,-1.838573984023221,1.3252183564029418,0,53.717991442171446,35.89010377256044,1
-3.7371462662460235,1.4985023909067112,0.206955803537908,0,36.93692770708104,70.63266865802096,0
2.9421809012015365,-3.864332190202582,0.206955803537908,0,82.5177952588501,39.451150384856035,0
-0.6357929843744214,0.5838227953830727,0.206955803537908,0,48.576288976095206,32.394870110949164,0
0.7440438083979517,-1.7744647712127506,0.206955803537908,0,93.8727651039863,19.04322722330513,0
10.67793365038683,-1.0556213888595476,1.3252183564029418,0,93.4630893009128,39.47517264254557,1
7.577069076741045,-3.6019311969632857,0.206955803537908,0,57.83036147145419,42.9593839844681,0
4.478981091179643,-1.284456759263744,0.206955803537908,0,53.296984350802916,18.25532170452205,0
16.49897437081582,-1.5301145235430063,1.3252183564029418,0,108.17345630827272,39.73157534487475,1
-2.8559198704209328,1.6338375125521112,0.206955803537908,3,59.781907714155125,35.16907725691487,1
27.99411450037291,-6.03447397638546,0.206955803537908,0,37.91643111854759,72.5641407624672,1
17.599355090509558,-2.1186700622042296,1.3252183564029418,0,41.071116191456795,23.982956176312104,0
-0.5883365109642668,-6.855253484008051,0.206955803537908,2,49.02291464556443,47.94539131535096,1
3.378322266284883,2.9617117152577705,0.206955803537908,0,118.91387089891052,43.26703509623089,0
-5.15043027452215,-1.4498501828927604,0.206955803537908,0,45.23179263993941,37.826821570781696,0
11.853831183062903,1.2902329451024561,0.206955803537908,0,55.520225037812445,32.81862142717467,1
0.9238432512451195,-2.2197711855465254,0.206955803537908,0,67.90917504740383,56.31565639236799,0
8.320960273919496,-5.815580510819261,1.3252183564029418,1,63.72555909981159,42.777633052448714,0
24.843786547169792,1.1301505436080757,0.206955803537908,0,26.606027981956895,19.621389771137885,1
-1.656196544391975,5.423798516857411,1.3252183564029418,1,40.641379543056054,16.432714733231755,0
2.1974302400425585,-1.3195597893012176,0.206955803537908,2,112.21938322680002,50.674223171333345,1
-1.3296003709777602,2.557226633394591,0.206955803537908,1,30.26546641251046,56.447038507163256,0
9.480616381271734,3.4446143539694702,0.206955803537908,0,77.40236733621393,54.250237430044685,0
-1.740786984086566,0.8885536619653907,1.3252183564029418,0,39.314530361582975,14.958920783179423,0
1.1176188127076843,-2.09956967897327,0.206955803537908,3,48.04435207331504,70.53810302772689,1
1.8552686910768157,1.2667424962750624,1.3252183564029418,1,60.09374045991488,46.75743585667052,0
-12.290847152745092,-8.54558126595482,0.206955803537908,0,27.81651404969794,38.29779031176788,0
-0.3501488840402228,-2.399393813160926,0.206955803537908,2,104.40630238120252,34.66038873421251,1
-0.7481797212589626,-1.6405117372813942,0.206955803537908,3,32.832589900982825,32.863068339926485,1
0.8196203179671481,5.173255081829717,0.206955803537908,2,48.78128060789066,64.35827489216729,1
-0.4936044722783648,-1.4953922476225303,1.3252183564029418,0,57.252510398990445,50.98738154169703,0
12.209333701712747,-8.070826894060605,1.3252183564029418,0,50.27002385885579,56.13015102935347,1
-4.197637790088287,3.9757908093821657,0.206955803537908,0,37.338787854025625,57.09817841693568,0
1.1756764968309426,-3.8531082249275226,1.3252183564029418,1,51.95446549319962,21.68931361128762,0
3.774793830709822,-6.477806805959304,0.206955803537908,0,44.903505365345524,31.346445165063955,0
-6.602467217025158,-2.7959733758506187,0.206955803537908,1,87.77651408602912,45.117279622249654,0
4.2981539342742305,-8.734649757961947,1.3252183564029418,2,45.562507948653035,19.492932903096314,1
10.584015274819267,1.4334355388081534,0.206955803537908,1,28.941705124669525,39.053154803331275,1
17.88758477303606,2.1207869554085073,1.3252183564029418,1,33.76109354264252,45.98976402578696,1
12.500644827474838,-2.4732698659900403,0.206955803537908,1,70.62151762860908,48.69785927942698,1
-5.484375396919931,-1.633718795471375,0.206955803537908,2,47.32623129131696,49.327149433257944,1
-4.287212147736083,-2.448192565475287,0.206955803537908,1,75.00037422916829,39.833619940770966,0
-4.7806785147926965,0.8432166750528585,0.206955803537908,2,84.79988031878881,36.3900223820468,1
20.832641681105017,-1.3317794833046752,1.3252183564029418,1,45.42773634842872,48.272280640607015,1
0.6459373666585523,-1.173534490907163,0.206955803537908,2,44.496500010705184,47.706789263683135,1
-5.003146862416203,2.5449516591138166,0.206955803537908,2,36.47222566336211,55.00873477064467,1
12.709315050791403,1.787495593531642,0.206955803537908,0,50.18293474850745,47.734421326659344,1
0.04428851834447689,-1.6418636496161187,0.206955803537908,1,85.94102779971911,39.229094146172706,0
18.05117502846998,-2.0799897138056447,0.206955803537908,1,123.35896086285211,35.58316363617949,1
-4.9116213613838795,2.1211765752036102,0.206955803537908,0,36.78658418431055,49.707939095541114,0
1.0239893864095861,1.8242778719012067,1.3252183564029418,0,69.3910810055174,42.173317496453365,0
13.039761086664427,0.2969594611207527,0.206955803537908,0,67.5629988490084,35.48529531410167,1
-5.885158157265355,2.362660220415143,1.3252183564029418,0,68.23071556535541,45.016577722727824,0
19.02466695366163,-1.0051136760550556,1.3252183564029418,0,95.4201671214989,41.27977213847536,1
0.07168211087880011,-2.580476337784206,0.206955803537908,1,11.86238034405504,45.22892679791471,0
2.1307827982309244,-0.529221160884983,1.3252183564029418,0,58.976146556571834,28.36187765250274,0
15.588405646040238,4.03944178666809,0.206955803537908,0,31.05705759568509,46.20698646177247,1
11.344958058297268,2.771923002502786,0.206955803537908,1,57.21984117718706,51.91900574417817,1
